,Pclass,Sex,Age,SibSp,Parch,Fare,Age_true,AgeGroup,Familysize,Ticketsize,FareGroup,CabinLvl,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Mr,Title_Mrs,Title_Ms,Title_Noble,Survived
339,1,1.0,45.0,0,0,35.5,1.0,4.0,0,1,3.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
564,3,0.0,22.0,0,0,8.05,0.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
345,2,0.0,24.0,0,0,13.0,1.0,2.0,0,1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
776,3,1.0,32.0,0,0,7.75,0.0,3.0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
241,3,0.0,22.0,1,0,15.5,0.0,2.0,1,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
13,3,1.0,39.0,1,5,31.275,1.0,4.0,6,7,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
315,3,0.0,26.0,0,0,7.8542,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
600,2,0.0,24.0,2,1,27.0,1.0,2.0,3,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
387,2,0.0,36.0,0,0,13.0,1.0,4.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
273,1,1.0,37.0,0,1,29.7,1.0,4.0,1,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
166,1,0.0,35.0,0,1,55.0,0.0,4.0,1,2,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
883,2,1.0,28.0,0,0,10.5,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
646,3,1.0,19.0,0,0,7.8958,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
818,3,1.0,43.0,0,0,6.45,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
484,1,1.0,25.0,1,0,91.0792,1.0,3.0,1,2,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
873,3,1.0,47.0,0,0,9.0,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
504,1,0.0,16.0,0,0,86.5,1.0,1.0,0,3,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
831,2,1.0,0.0,1,1,18.75,1.0,0.0,2,3,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
243,3,1.0,22.0,0,0,7.125,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
566,3,1.0,19.0,0,0,7.8958,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
562,2,1.0,28.0,0,0,13.5,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
686,3,1.0,14.0,4,1,39.6875,1.0,1.0,5,6,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
189,3,1.0,36.0,0,0,7.8958,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
782,1,1.0,29.0,0,0,30.0,1.0,3.0,0,1,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
699,3,1.0,42.0,0,0,7.65,1.0,4.0,0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
475,1,1.0,32.0,0,0,52.0,0.0,3.0,0,2,4.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
681,1,1.0,27.0,0,0,76.7292,1.0,3.0,0,3,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
510,3,1.0,29.0,0,0,7.75,1.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
58,2,0.0,5.0,1,2,27.75,1.0,0.0,3,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
474,3,0.0,22.0,0,0,9.8375,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
560,3,1.0,32.0,0,0,7.75,0.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
747,2,0.0,30.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
252,1,1.0,62.0,0,0,26.55,1.0,5.0,0,1,3.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
21,2,1.0,34.0,0,0,13.0,1.0,3.0,0,1,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
313,3,1.0,28.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
459,3,1.0,32.0,0,0,7.75,0.0,3.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
160,3,1.0,44.0,0,1,16.1,1.0,4.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
276,3,0.0,45.0,0,0,7.75,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
191,2,1.0,19.0,0,0,13.0,1.0,2.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
385,2,1.0,18.0,0,0,73.5,1.0,2.0,0,5,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
805,3,1.0,31.0,0,0,7.775,1.0,3.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
413,2,1.0,32.0,0,0,20.66218315217392,0.0,3.0,0,3,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
491,3,1.0,21.0,0,0,7.25,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
343,2,1.0,25.0,0,0,13.0,1.0,3.0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
769,3,1.0,32.0,0,0,8.3625,1.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
308,2,1.0,30.0,1,0,24.0,1.0,3.0,1,2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
661,3,1.0,40.0,0,0,7.225,1.0,4.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
130,3,1.0,33.0,0,0,7.8958,1.0,3.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
663,3,1.0,36.0,0,0,7.4958,1.0,4.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
871,1,0.0,47.0,1,1,52.5542,1.0,4.0,2,2,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
99,2,1.0,34.0,1,0,26.0,1.0,3.0,1,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
372,3,1.0,19.0,0,0,8.05,1.0,2.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
87,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
458,2,0.0,50.0,0,0,10.5,1.0,5.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
330,3,0.0,22.0,2,0,23.25,0.0,2.0,2,2,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
214,3,1.0,32.0,1,0,7.75,0.0,3.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
466,2,1.0,32.0,0,0,20.66218315217392,0.0,3.0,0,3,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
121,3,1.0,32.0,0,0,8.05,0.0,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
614,3,1.0,35.0,0,0,8.05,1.0,4.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
20,2,1.0,35.0,0,0,26.0,1.0,4.0,0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
700,1,0.0,18.0,1,0,227.525,1.0,2.0,1,4,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
71,3,0.0,16.0,5,2,46.9,1.0,1.0,7,6,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
106,3,0.0,21.0,0,0,7.65,1.0,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
270,1,1.0,32.0,0,0,31.0,0.0,3.0,0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
860,3,1.0,41.0,2,0,14.1083,1.0,4.0,2,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
435,1,0.0,14.0,1,2,120.0,1.0,1.0,3,4,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
102,1,1.0,21.0,0,1,77.2875,1.0,2.0,1,2,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
